"product_name","cat"
"Pin Samsung Galaxy Note 4 Zin máy NFC + Cam kết zin theo máy  ","Thiết Bị Số - Phụ Kiện Số/Phụ kiện điện thoại/Bao da - Ốp lưng"
"Điện thoại 6300 kèm pin sạc","Nhà Cửa - Đời Sống/Đèn & thiết bị chiếu sáng/Đèn pin"
"Điện thoại E72 kèm pin sạc","Nhà Cửa - Đời Sống/Đèn & thiết bị chiếu sáng/Đèn pin"
"[ Pin Pisen ] iPhone 5S - CHÍNH HÃNG 3C - BẢO HÀNH 12 THÁNG TOÀN QUỐC","Thiết Bị Số - Phụ Kiện Số/Phụ kiện điện thoại/Thiết bị số - Khác"
"Bộ sạc POWER TẶNG KÈM 4 pin tiểu sạc AA 700mAh + bộ đồ thể thao trẻ em","Nhà Cửa - Đời Sống/Đèn & thiết bị chiếu sáng/Pin tiểu, pin sạc"
"Pin iphone 4s/ Thay pin iphone 4s (Đen)  - Bảo hành 12 tháng","Thiết Bị Số - Phụ Kiện Số/Phụ kiện điện thoại/Bao da - Ốp lưng"
"Sạc pin cho pin AA và AAA tặng kèm 8 viên pin sạc (4 viên AA + 4 viên AAA)","Nhà Cửa - Đời Sống/Đèn & thiết bị chiếu sáng/Pin tiểu, pin sạc"
"Điện thoại E71 kèm pin sạc","Nhà Cửa - Đời Sống/Đèn & thiết bị chiếu sáng/Đèn pin"
"Sạc pin 18650 (loại rời)","Thể Thao - Dã Ngoại/Thể thao dưới nước/Lặn và lặn dùng ống thở"
"Pin iphone 4s/Thay pin iphone 4s. Bảo hành 12 tháng (Tặng Tô vít+que chọc sim+siu gắn pin)","Thiết Bị Số - Phụ Kiện Số/Phụ kiện điện thoại/Bao da - Ốp lưng"
"Pin Samsung Galaxy Note 4 Zin máy NFC + Cam kết zin theo máy  ","Thiết Bị Số - Phụ Kiện Số/Phụ kiện điện thoại/Bao da - Ốp lưng"
"Điện thoại 6300 kèm pin sạc","Nhà Cửa - Đời Sống/Đèn & thiết bị chiếu sáng/Đèn pin"
"Điện thoại E72 kèm pin sạc","Nhà Cửa - Đời Sống/Đèn & thiết bị chiếu sáng/Đèn pin"
"[ Pin Pisen ] iPhone 5S - CHÍNH HÃNG 3C - BẢO HÀNH 12 THÁNG TOÀN QUỐC","Thiết Bị Số - Phụ Kiện Số/Phụ kiện điện thoại/Thiết bị số - Khác"
"Bộ sạc POWER TẶNG KÈM 4 pin tiểu sạc AA 700mAh + bộ đồ thể thao trẻ em","Nhà Cửa - Đời Sống/Đèn & thiết bị chiếu sáng/Pin tiểu, pin sạc"
"Pin iphone 4s/ Thay pin iphone 4s (Đen)  - Bảo hành 12 tháng","Thiết Bị Số - Phụ Kiện Số/Phụ kiện điện thoại/Bao da - Ốp lưng"
"Sạc pin cho pin AA và AAA tặng kèm 8 viên pin sạc (4 viên AA + 4 viên AAA)","Nhà Cửa - Đời Sống/Đèn & thiết bị chiếu sáng/Pin tiểu, pin sạc"
"Điện thoại E71 kèm pin sạc","Nhà Cửa - Đời Sống/Đèn & thiết bị chiếu sáng/Đèn pin"
"Sạc pin 18650 (loại rời)","Thể Thao - Dã Ngoại/Thể thao dưới nước/Lặn và lặn dùng ống thở"
"Pin iphone 4s/Thay pin iphone 4s. Bảo hành 12 tháng (Tặng Tô vít+que chọc sim+siu gắn pin)","Thiết Bị Số - Phụ Kiện Số/Phụ kiện điện thoại/Bao da - Ốp lưng"
"Pin Samsung Galaxy Note 4 Zin máy NFC + Cam kết zin theo máy  ","Thiết Bị Số - Phụ Kiện Số/Phụ kiện điện thoại/Bao da - Ốp lưng"
"Điện thoại 6300 kèm pin sạc","Nhà Cửa - Đời Sống/Đèn & thiết bị chiếu sáng/Đèn pin"
"Điện thoại E72 kèm pin sạc","Nhà Cửa - Đời Sống/Đèn & thiết bị chiếu sáng/Đèn pin"
"[ Pin Pisen ] iPhone 5S - CHÍNH HÃNG 3C - BẢO HÀNH 12 THÁNG TOÀN QUỐC","Thiết Bị Số - Phụ Kiện Số/Phụ kiện điện thoại/Thiết bị số - Khác"
"Bộ sạc POWER TẶNG KÈM 4 pin tiểu sạc AA 700mAh + bộ đồ thể thao trẻ em","Nhà Cửa - Đời Sống/Đèn & thiết bị chiếu sáng/Pin tiểu, pin sạc"
"Pin iphone 4s/ Thay pin iphone 4s (Đen)  - Bảo hành 12 tháng","Thiết Bị Số - Phụ Kiện Số/Phụ kiện điện thoại/Bao da - Ốp lưng"
"Sạc pin cho pin AA và AAA tặng kèm 8 viên pin sạc (4 viên AA + 4 viên AAA)","Nhà Cửa - Đời Sống/Đèn & thiết bị chiếu sáng/Pin tiểu, pin sạc"
"Điện thoại E71 kèm pin sạc","Nhà Cửa - Đời Sống/Đèn & thiết bị chiếu sáng/Đèn pin"
"Sạc pin 18650 (loại rời)","Thể Thao - Dã Ngoại/Thể thao dưới nước/Lặn và lặn dùng ống thở"
"Pin iphone 4s/Thay pin iphone 4s. Bảo hành 12 tháng (Tặng Tô vít+que chọc sim+siu gắn pin)","Thiết Bị Số - Phụ Kiện Số/Phụ kiện điện thoại/Bao da - Ốp lưng"
